	bin_name	genome_name	gene_callers_id	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	COG20_FUNCTION_ACC	COG20_FUNCTION	Pfam_ACC	Pfam	KEGG_Module_ACC	KEGG_Module	KEGG_BRITE_ACC	KEGG_BRITE	COG20_PATHWAY_ACC	COG20_PATHWAY	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class
GC_00000599	EVERYTHING	ASM1913465v1	364	82	82	1	1	0.997761616	1	0.998879554	COG0192	S-adenosylmethionine synthetase (MetK) (PDB:1FUG)	PF02773.21	"S-adenosylmethionine synthetase, C-terminal domain"	M00609|M00034|M00035|M00368|M00953	"Cysteine biosynthesis, methionine => cysteine|Methionine salvage pathway|Methionine degradation|Ethylene biosynthesis, methionine => ethylene|Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid"	ko00001|ko00001|ko01000	"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]|KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00999 Biosynthesis of various plant secondary metabolites [PATH:ko00999]|Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.6  methionine adenosyltransferase"	COG0192	Methionine biosynthesis	H	H	Coenzyme transport and metabolism	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	M00609|M00034|M00035|M00368|M00953	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism|Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism|Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism|Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism|Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds
GC_00000600	EVERYTHING	ASM1913465v1	343	82	82	1	1	0.996109606	0.92950088	0.961653213	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000601	EVERYTHING	ASM1913465v1	610	82	82	1	1	0.995388166	1	0.997688754	COG0364	Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999)	PF02781.21	"Glucose-6-phosphate dehydrogenase, C-terminal domain"	M00004|M00006|M00008	"Pentose phosphate pathway (Pentose phosphate cycle)|Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P|Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	ko00001|ko00001|ko01000|ko01000|ko04147|ko04147|ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]|KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.49  glucose-6-phosphate dehydrogenase (NADP+)|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.363  glucose-6-phosphate dehydrogenase [NAD(P)+]|Exosome>>>Exosomal proteins>>>Exosomal proteins of breast cancer cells|Exosome>>>Exosomal proteins>>>Exosomal proteins of colorectal cancer cells|Exosome>>>Exosomal proteins>>>Exosomal proteins of bladder cancer cells	COG0364	Pentose phosphate pathway	G	G	Carbohydrate transport and metabolism	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M00004|M00006|M00008	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
GC_00000602	EVERYTHING	ASM1913465v1	634	82	82	1	1	0.996378324	1	0.998185877	COG1159	"GTPase Era, involved in 16S rRNA processing (Era) (PDB:1EGA)"	PF01926.28	50S ribosome-binding GTPase	ND	ND	ko03009|ko03009|ko03029	"Ribosome biogenesis>>>Eukaryotic type>>>Other ribosome biogenesis factors|Ribosome biogenesis>>>Prokaryotic type>>>GTPases|Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors"	ND	ND	J	J	"Translation, ribosomal structure and biogenesis"	K03595	GTPase	ND	ND
GC_00000603	EVERYTHING	ASM1913465v1	199	82	82	1	1	0.996860293	1	0.998427678	COG0742	16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	PF03602.20	Conserved hypothetical protein 95	ND	ND	ko01000|ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.171  16S rRNA (guanine966-N2)-methyltransferase|Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>16S rRNA modification factors	COG0742	16S rRNA modification	J	J	"Translation, ribosomal structure and biogenesis"	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	ND	ND
GC_00000604	EVERYTHING	ASM1913465v1	295	82	82	1	1	0.998278521	1	0.999138519	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	PF01098.24	Cell cycle protein	ND	ND	ND	ND	ND	ND	D	D	"Cell cycle control, cell division, chromosome partitioning"	ND	ND	ND	ND
GC_00000605	EVERYTHING	ASM1913465v1	309	82	82	1	1	0.995794116	1	0.997892626	COG4603	"ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)"	PF02653.21	Branched-chain amino acid transport system / permease component	ND	ND	ND	ND	ND	ND	F	F	Nucleotide transport and metabolism	ND	ND	ND	ND
GC_00000606	EVERYTHING	ASM1913465v1	549	82	82	1	1	0.993895789	1	0.996938551	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000607	EVERYTHING	ASM1913465v1	175	82	82	1	1	0.998142409	1	0.999070341	COG1256	Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y)	PF22638.1	Flagellar hook-associated protein FlgK helical domain	ND	ND	ko00001|ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Rod and hook	ND	ND	N	N	Cell motility	K02396	flagellar hook-associated protein 1	ND	ND
GC_00000608	EVERYTHING	ASM1913465v1	741	82	82	1	1	0.995038216	0.952516026	0.973312914	COG3951	Rod binding protein domain (FlgJ1)	PF10135.14	Rod binding protein	ND	ND	ko00001|ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Rod and hook	ND	ND	N	N	Cell motility	K02395	peptidoglycan hydrolase FlgJ	ND	ND
GC_00000609	EVERYTHING	ASM1913465v1	394	82	82	1	1	0.998075136	1	0.999036641	COG1482	"Mannose-6-phosphate isomerase, class I (ManA) (PDB:1PMI)"	PF20511.3	"Phosphomannose isomerase type I, catalytic domain"	M00114	"Ascorbate biosynthesis, plants, fructose-6P => ascorbate"	ko00001|ko00001|ko00001|ko01000	"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]|Enzymes>>>5. Isomerases>>>5.3  Intramolecular oxidoreductases>>>5.3.1  Interconverting aldoses and ketoses, and related compounds>>>5.3.1.8  mannose-6-phosphate isomerase"	ND	ND	G	G	Carbohydrate transport and metabolism	K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	M00114	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
GC_00000610	EVERYTHING	ASM1913465v1	753	82	82	1	1	0.998717335	1	0.999358256	COG1316	"Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase) (Cps2a) (PDB:2XXP) (PUBMED:29107701)"	PF13399.11	LytR cell envelope-related transcriptional attenuator	ND	ND	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.-	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	ND	ND
GC_00000611	EVERYTHING	ASM1913465v1	736	82	82	1	1	0.996994112	1	0.998494794	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase (MurG) (PDB:1F0K)	PF03033.25	Glycosyltransferase family 28 N-terminal domain	ND	ND	ko00001|ko00001|ko01000|ko01011	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]|Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.227  undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase|Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Glycosyltransferase	COG0707	Mureine biosynthesis	M	M	Cell wall/membrane/envelope biogenesis	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	ND	ND
GC_00000612	EVERYTHING	ASM1913465v1	176	82	82	1	1	0.998135791	1	0.999067026	COG1344	Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)	PF00669.25	Bacterial flagellin N-terminal helical region	ND	ND	ko00001|ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Rod and hook	ND	ND	N	N	Cell motility	K02397	flagellar hook-associated protein 3 FlgL	ND	ND
GC_00000613	EVERYTHING	ASM1913465v1	27	82	82	1	1	0.999029428	1	0.999514478	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000614	EVERYTHING	ASM1913465v1	285	82	82	1	1	0.992615472	0.99332666	0.992970939	COG1677	Flagellar hook-basal body complex protein FliE (FliE)	PF02049.23	Flagellar hook-basal body complex protein FliE	ND	ND	ko00001|ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Rod and hook	ND	ND	N	N	Cell motility	K02408	flagellar hook-basal body complex protein FliE	ND	ND
GC_00000615	EVERYTHING	ASM1913465v1	593	82	82	1	1	0.999349468	1	0.999674628	COG0618	"nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs (NrnA) (PDB:5O4Z)"	PF01368.25	DHH family	ND	ND	ko00001|ko01000|ko01000|ko03400	"KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.7  3'(2'),5'-bisphosphate nucleotidase|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.13  Exoribonucleases producing 5'-phosphomonoesters>>>3.1.13.3  oligonucleotidase|DNA repair and recombination proteins>>>Prokaryotic type>>>Other factors with a suspected DNA repair function>>>Others"	ND	ND	F|T	F	Nucleotide transport and metabolism|Signal transduction mechanisms	K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	ND	ND
GC_00000616	EVERYTHING	ASM1913465v1	113	82	82	1	1	0.991777301	1	0.995871678	COG1272	"Predicted membrane channel-forming protein YqfA, hemolysin III family (YqfA) (PDB:3WXV)"	PF03006.25	Haemolysin-III related	ND	ND	ko02042	"Bacterial toxins>>>Type II toxins: Membrane damaging toxins>>>Pore-forming toxins, Other"	ND	ND	U	U	"Intracellular trafficking, secretion, and vesicular transport"	K11068	hemolysin III	ND	ND
GC_00000617	EVERYTHING	ASM1913465v1	251	82	82	1	1	0.997612595	1	0.998804871	COG1968	Undecaprenyl pyrophosphate phosphatase (UppP) (PDB:5OON)	PF02673.23	Bacitracin resistance protein BacA	ND	ND	ko00001|ko00001|ko01000|ko01011	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]|KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]|Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.27  undecaprenyl-diphosphate phosphatase|Peptidoglycan biosynthesis and degradation proteins>>>Precursor biosynthesis>>>Diphosphatase	ND	ND	I	I	Lipid transport and metabolism	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	ND	ND
GC_00000618	EVERYTHING	ASM1913465v1	120	82	82	1	1	0.985839999	1	0.992869516	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000619	EVERYTHING	ASM1913465v1	158	82	82	1	1	0.99810702	1	0.999052613	COG0530	Ca2+/Na+ antiporter (ECM27) (PDB:3V5S)	PF01699.29	Sodium/calcium exchanger protein	ND	ND	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	ND	ND	P	P	Inorganic ion transport and metabolism	K07301	cation:H+ antiporter	ND	ND
GC_00000620	EVERYTHING	ASM1913465v1	474	82	82	1	1	0.993943979	1	0.996962793	COG0256	Ribosomal protein L18 (RplR) (PDB:1VS6)	PF00861.27	"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"	ND	ND	ko00001|ko03011|ko03011|ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]|Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit|Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit|Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit	COG0256	Ribosome 50S subunit	J	J	"Translation, ribosomal structure and biogenesis"	K02881	large subunit ribosomal protein L18	ND	ND
GC_00000621	EVERYTHING	ASM1913465v1	545	82	82	1	1	0.997766737	1	0.99888212	COG0784	"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)"	PF00072.29	Response regulator receiver domain	ND	ND	ko00001|ko00001|ko02022|ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]|Two-component system>>>CheA family>>>CheA-CheYBV (chemotaxis)|Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	ND	ND	T	T	Signal transduction mechanisms	K03413	"two-component system, chemotaxis family, chemotaxis protein CheY"	ND	ND
GC_00000622	EVERYTHING	ASM1913465v1	522	82	82	1	1	0.994576518	1	0.997280886	COG0237	Dephospho-CoA kinase (CoaE) (PDB:1JJV)	PF01121.25	Dephospho-CoA kinase	M00120	"Coenzyme A biosynthesis, pantothenate => CoA"	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.24  dephospho-CoA kinase	COG0237	Pantothenate/CoA biosynthesis	H	H	Coenzyme transport and metabolism	K00859	dephospho-CoA kinase [EC:2.7.1.24]	M00120	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
GC_00000623	EVERYTHING	ASM1913465v1	1107	81	82	2	0	0.991108864	0.968255921	0.97954912	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000624	EVERYTHING	ASM1913465v1	384	82	82	1	1	0.99910698	1	0.99955329	COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins (OmpA) (PDB:1OAP)	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	ND	ND	ND	ND
GC_00000625	EVERYTHING	ASM1913465v1	40	82	82	1	1	0.997900713	1	0.998949254	COG1352	Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7)	PF01739.23	"CheR methyltransferase, SAM binding domain"	ND	ND	ko00001|ko00001|ko01000|ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]|Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.80  protein-glutamate O-methyltransferase|Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	ND	ND	T	T	Signal transduction mechanisms	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	ND	ND
GC_00000626	EVERYTHING	ASM1913465v1	729	82	82	1	1	0.996033042	1	0.998012579	COG2035	"Uncharacterized membrane protein, DUF368 family"	PF04018.18	Undecaprenyl phosphate translocase-like	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	ND	ND	S	S	Function unknown	K08974	putative membrane protein	ND	ND
GC_00000627	EVERYTHING	ASM1913465v1	431	82	82	1	1	0.996693973	1	0.998344249	COG1508	"DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog (RpoN) (PDB:5BYH)"	PF04552.18	"Sigma-54, DNA binding domain"	ND	ND	ko00001|ko00001|ko00001|ko03021	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Sigma factors	COG1508	RNA polymerase	K	K	Transcription	K03092	RNA polymerase sigma-54 factor	ND	ND
GC_00000628	EVERYTHING	ASM1913465v1	257	82	82	1	1	0.999462839	1	0.999731347	COG0443	Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	PF00012.25	Hsp70 protein	ND	ND	ND	ND	ND	ND	O	O	"Posttranslational modification, protein turnover, chaperones"	ND	ND	ND	ND
GC_00000629	EVERYTHING	ASM1913465v1	404	82	82	1	1	0.997038751	1	0.99851718	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000630	EVERYTHING	ASM1913465v1	81	82	82	1	1	0.996017178	1	0.998004616	COG0822	"Fe-S cluster assembly scaffold protein IscU, NifU family (IscU) (PDB:1Q48)"	ND	ND	ND	ND	ND	ND	ND	ND	O	O	"Posttranslational modification, protein turnover, chaperones"	ND	ND	ND	ND
GC_00000631	EVERYTHING	ASM1913465v1	800	82	82	1	1	0.996805734	0.998757043	0.997780435	COG1940	"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)"	PF00480.25	ROK family	ND	ND	ko00001|ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.85  beta-glucoside kinase	ND	ND	G|K	G	Carbohydrate transport and metabolism|Transcription	K18673	beta-glucoside kinase [EC:2.7.1.85]	ND	ND
GC_00000632	EVERYTHING	ASM1913465v1	62	82	82	1	1	0.995960813	1	0.997976319	COG0242	Peptide deformylase (Def) (PDB:1BS4)	PF01327.26	Polypeptide deformylase	ND	ND	ko00001|ko01000	"KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.88  peptide deformylase"	ND	ND	J	J	"Translation, ribosomal structure and biogenesis"	K01462	peptide deformylase [EC:3.5.1.88]	ND	ND
GC_00000633	EVERYTHING	ASM1913465v1	201	82	82	1	1	0.997584177	1	0.998790628	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000634	EVERYTHING	ASM2466215v1	1283	70	82	2	0	0.922831705	0.99433954	0.957252051	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000635	EVERYTHING	ASM1913465v1	421	82	82	1	1	0.981825684	1	0.990829508	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000636	EVERYTHING	ASM1913465v1	655	82	82	1	1	0.998774296	1	0.999386772	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	PF00015.26	Methyl-accepting chemotaxis protein (MCP) signalling domain	ND	ND	ko00001|ko00001|ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]|Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	ND	ND	T	T	Signal transduction mechanisms	K03406	methyl-accepting chemotaxis protein	ND	ND
GC_00000637	EVERYTHING	ASM1913465v1	637	82	82	1	1	0.992817127	1	0.996395619	COG1430	"Uncharacterized conserved membrane protein, UPF0127 family (PDB:3M7A)"	PF02643.20	"Uncharacterized ACR, COG1430"	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	ND	ND	S	S	Function unknown	K09005	uncharacterized protein	ND	ND
GC_00000638	EVERYTHING	ASM1913465v1	611	82	82	1	1	0.998436646	0.997764209	0.998100314	COG1757	Na+/H+ antiporter NhaC/MleN (NhaC)	PF03553.19	Na+/H+ antiporter family	ND	ND	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	ND	ND	C	C	Energy production and conversion	K03315	"Na+:H+ antiporter, NhaC family"	ND	ND
GC_00000639	EVERYTHING	ASM1913465v1	508	82	82	1	1	0.998397232	1	0.999197973	COG1235	"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)"	PF12706.12	Beta-lactamase superfamily domain	ND	ND	ko00001|ko01000	"KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00440 Phosphonate and phosphinate metabolism [PATH:ko00440]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.4  Phosphoric-diester hydrolases>>>3.1.4.55  phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"	ND	ND	P	P	Inorganic ion transport and metabolism	K06167	"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	ND	ND
GC_00000640	EVERYTHING	ASM1913465v1	377	82	82	1	1	0.99842178	1	0.999210267	COG0085	"DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)"	PF00562.33	"RNA polymerase Rpb2, domain 6"	ND	ND	ko00001|ko01000|ko03021|ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase|Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Core subunits|DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>TCR (transcription coupled repair) factors>>>DNA-directed RNA polymerase complex (RNAP)	COG0085	RNA polymerase	K	K	Transcription	K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	ND	ND
GC_00000641	EVERYTHING	ASM1913465v1	719	82	82	1	1	0.996257865	1	0.998125425	ND	ND	PF04977.20	Septum formation initiator	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000642	EVERYTHING	ASM1913465v1	198	82	82	1	1	0.997931131	0.984351431	0.991094767	COG2206	"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant) (HDGYP) (PDB:5Z7C) (PUBMED:23475961)"	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal transduction mechanisms	ND	ND	ND	ND
GC_00000643	EVERYTHING	ASM1913465v1	162	82	82	1	1	0.997364649	1	0.998680586	COG1734	RNA polymerase-binding transcription factor DksA (DksA) (PDB:1TJL)	PF01258.22	Prokaryotic dksA/traR C4-type zinc finger	ND	ND	ko00001|ko03000|ko03021|ko03009	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]|Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others|Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>Transcription elongation factors|Ribosome biogenesis>>>Prokaryotic type>>>rRNA transcription factors	ND	ND	K	K	Transcription	K06204	RNA polymerase-binding transcription factor	ND	ND
GC_00000644	EVERYTHING	ASM1913465v1	687	82	82	1	1	0.9981876	1	0.999092978	COG1792	Cell shape-determining protein MreC (MreC) (PDB:2J5U)	PF04085.19	rod shape-determining protein MreC	ND	ND	ko03036	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins	ND	ND	D|Z	D	"Cell cycle control, cell division, chromosome partitioning|Cytoskeleton"	K03570	rod shape-determining protein MreC	ND	ND
